,max_time,save.full_data.interval,cell_definitions.cell_definition[@name='malignant_epithelial_cell'].motility.persistence_time,cell_definitions.cell_definition[@name='malignant_epithelial_cell'].motility.migration_bias,cell_definitions.cell_definition[@name='malignant_epithelial_cell'].motility.speed,cell_definitions.cell_definition[@name='malignant_epithelial_cell'].mechanics.cell_adhesion_affinities.cell_adhesion_affinity[@name='malignant_epithelial_cell'],cell_definitions.cell_definition[@name='M0_macrophage'].motility.persistence_time,cell_definitions.cell_definition[@name='M0_macrophage'].motility.migration_bias,cell_definitions.cell_definition[@name='M1_macrophage'].motility.persistence_time,cell_definitions.cell_definition[@name='M1_macrophage'].motility.migration_bias,cell_definitions.cell_definition[@name='M1_macrophage'].cell_interactions.dead_phagocytosis_rate,cell_definitions.cell_definition[@name='M2_macrophage'].motility.persistence_time,cell_definitions.cell_definition[@name='M2_macrophage'].motility.migration_bias,cell_definitions.cell_definition[@name='M2_macrophage'].cell_interactions.dead_phagocytosis_rate,cell_definitions.cell_definition[@name='effector_T_cell'].cell_interactions.attack_rates.attack_rate[@name='malignant_epithelial_cell'],cell_definitions.cell_definition[@name='exhausted_T_cell'].secretion.substrate[@name='pro-inflammatory_factor'].secretion_rate,cell_definitions.cell_definition[@name='exhausted_T_cell'].secretion.substrate[@name='pro-inflammatory_factor'].secretion_target,initial_conditions.cell_positions.filename,initial_conditions.cell_positions.folder
0,10080.0,1440.0,14.349485299126664,0.505590764264216,4.825491865829104,4.719352968235754,0.08261309103068008,0.9851042304192211,14.792927838143099,0.01999627240445463,0.38260831012979213,1.9590560727064545,0.12741079893973745,0.6581934296037837,0.9800042407769328,0.4416740944884873,0.9814518548294967,spheroid_1.csv,../cell_patterns
1,10080.0,1440.0,7.029979430467127,0.3170763185696968,3.8891179012010872,3.288200680283616,11.532460865850888,0.782397846321095,17.495555520603236,0.32237105476513717,0.6820130971222589,7.818463621743645,0.8331561900572646,0.829739887077679,0.3509541837797785,0.21784436943443553,0.11391277806435088,spheroid_2.csv,../cell_patterns
2,10080.0,1440.0,10.607237632118904,0.28204463422147485,5.365594525602208,0.7369926573510297,8.819951570947104,0.17937919457602675,16.896990713850734,0.10201083623262436,0.07541907993898947,3.557466497186477,0.5491624031413264,0.2472702281301878,1.8163227668189124,0.2499831337469017,0.2555143860142495,spheroid_0.csv,../cell_patterns
3,10080.0,1440.0,21.551517024953686,0.5706727634626347,8.490628264139689,1.8870862004247095,23.69227767254519,0.6477955563030108,21.595851148763224,0.9247184854698677,0.2192054677034554,6.690095400551922,0.1068072330318261,0.8610883211094754,4.879376595144491,0.2716101968677529,0.5075288319568378,spheroid_1.csv,../cell_patterns
4,10080.0,1440.0,20.311342339641655,0.33341560493754413,3.7920749315584676,2.103328224435573,1.9740387334967922,0.2785799588489218,1.9384364921492128,0.5395262402712404,0.991403393591315,5.019248340582035,0.6264963161369664,0.3848704205970809,1.2646993639670703,0.13563714253500023,0.9774663417459011,spheroid_2.csv,../cell_patterns
5,10080.0,1440.0,5.514906211237813,0.7347007623669742,6.523221253122436,3.5191562013528777,20.710354224620463,0.14833523179697886,24.885694013303155,0.19001026499393966,0.30044730153601246,3.9757225571467427,0.022534541024238967,0.356417464850244,4.601000828500379,0.533016526297378,0.6514238749329596,spheroid_0.csv,../cell_patterns
6,10080.0,1440.0,23.93238120257206,0.8832456277237111,14.688716512856269,3.190753363298672,14.529950758269873,0.8864036273723336,10.27920747486718,0.2739046298582325,0.3671486965616891,5.303916566778992,0.23055849549770305,0.28222029932234816,0.8144548541017829,0.4155661736424139,0.08500713790218181,spheroid_1.csv,../cell_patterns
7,10080.0,1440.0,9.77195532382068,0.1500321936065323,4.3135468818925915,3.0875735471045083,21.428916779114644,0.5107591235590044,3.0589606608227125,0.9945591049367762,0.7115125772214597,4.350400564386898,0.14670742699504202,0.36914230603041,3.5648265176622607,0.8995167312569028,0.8769736671548545,spheroid_2.csv,../cell_patterns
8,10080.0,1440.0,15.893464135588248,0.6613132379617345,8.00323538660442,3.9292038606244137,7.3597904414895075,0.21352439702654918,20.818953735241003,0.9141363743395788,0.7706839465731053,9.708145281650754,0.8060651144529096,0.26130904951165185,0.710405002887539,0.5742999318953079,0.5620175325143023,spheroid_0.csv,../cell_patterns
9,10080.0,1440.0,9.042645397727563,0.07067722482831132,11.86200932301365,1.4139839249382897,10.689403283077954,0.24568341137852504,11.095686670115816,0.8341570166632317,0.5420915188677582,0.5858082772913968,0.2648109984582964,0.8182311497116233,1.0783484744900032,0.6152076289202763,0.03162432420154159,spheroid_1.csv,../cell_patterns
