,max_time,save.full_data.interval,cell_definitions.cell_definition[@name='malignant_epithelial_cell'].motility.persistence_time,cell_definitions.cell_definition[@name='malignant_epithelial_cell'].motility.migration_bias,cell_definitions.cell_definition[@name='malignant_epithelial_cell'].motility.speed,cell_definitions.cell_definition[@name='malignant_epithelial_cell'].mechanics.cell_adhesion_affinities.cell_adhesion_affinity[@name='malignant_epithelial_cell'],cell_definitions.cell_definition[@name='M1_macrophage'].cell_interactions.dead_phagocytosis_rate,cell_definitions.cell_definition[@name='M2_macrophage'].cell_interactions.dead_phagocytosis_rate,cell_definitions.cell_definition[@name='effector_T_cell'].cell_interactions.attack_rates.attack_rate[@name='malignant_epithelial_cell'],cell_definitions.cell_definition[@name='exhausted_T_cell'].secretion.substrate[@name='pro-inflammatory_factor'].secretion_rate,cell_definitions.cell_definition[@name='exhausted_T_cell'].secretion.substrate[@name='pro-inflammatory_factor'].secretion_target,initial_conditions.cell_positions.filename,initial_conditions.cell_positions.folder
0,10080.0,1440.0,0.2036125881177327,0.12054524641193162,0.8863499787047263,0.8701566797977449,0.5348982368543534,0.7569238269236173,0.8249517211889081,0.03923854823486179,0.8951953480509368,spheroid_1.csv,../cell_patterns
1,10080.0,1440.0,0.24961133352713166,0.4426949638941322,0.8674600740702594,0.5753333806116614,0.6403807237742412,0.9004693988717195,0.44375772033051397,0.050971768480666695,0.227917368960669,spheroid_2.csv,../cell_patterns
2,10080.0,1440.0,0.46545860300761877,0.5169783164809937,0.3240343972926737,0.8555548424843563,0.9746721741624864,0.14977874106368216,0.46703698179961484,0.07146576211380393,0.3334403527250916,spheroid_0.csv,../cell_patterns
3,10080.0,1440.0,0.8531136677792047,0.8183659216372816,0.8287561275266068,1.0052030232239417,0.2791098985961561,0.20449518412706977,0.6774154464965993,0.049434297940210634,0.7868537198071479,spheroid_1.csv,../cell_patterns
4,10080.0,1440.0,0.8329984247746194,0.4839260588984664,0.2454292228611198,0.9584484805960285,0.9275031292699694,0.561031315157327,0.6975740479475984,0.04661324196600346,0.01839771293606806,spheroid_2.csv,../cell_patterns
5,10080.0,1440.0,0.6217394594177788,0.19673536659291635,0.9854016019962745,1.0441986724343897,0.4154657160383953,0.11530190872779117,0.8527386808411663,0.04528692200004865,0.5319498784793099,spheroid_0.csv,../cell_patterns
6,10080.0,1440.0,0.7009321373516519,0.5818632141187915,0.12725845474456005,1.1340112420872508,0.646813171446474,0.8697398447667453,0.22640705666914063,0.019198193152399866,0.7588532902017415,spheroid_1.csv,../cell_patterns
7,10080.0,1440.0,0.1182263361379308,0.6052235535960843,0.6199571578801313,1.1706337493114685,0.38367173160672896,0.8231646288776872,0.8967924292401851,0.0678435575480312,0.9769151009338333,spheroid_2.csv,../cell_patterns
8,10080.0,1440.0,0.48138198201075566,0.9829811758934499,0.6324077155335357,0.6154259309044879,0.5858117102628838,0.5197002624027914,0.17938874003545083,0.09020896482086037,0.7720431849864552,spheroid_0.csv,../cell_patterns
9,10080.0,1440.0,0.6541522666592482,0.34528517062234476,0.39824492890936747,0.7706344667395231,0.5744493208960706,0.9755331323664707,0.2969837498594325,0.09886273886463469,0.12745750365990452,spheroid_1.csv,../cell_patterns
10,10080.0,1440.0,0.5703751963442008,0.9336293074872697,0.5746697190457638,1.4061405542121048,0.15967467460025742,0.9445349665780531,0.703902426417065,0.03730505123409426,0.21811733068429742,spheroid_2.csv,../cell_patterns
11,10080.0,1440.0,0.21196723305908427,0.7696532160426977,0.4751050352404782,0.7295589382247466,0.36370537777296275,0.48612313040992,0.6435370140359925,0.023492942043053987,0.051869499324038046,spheroid_0.csv,../cell_patterns
12,10080.0,1440.0,0.7950534419815286,0.5638685318416718,0.5603788225226685,1.147946549542059,0.22320821786559292,0.06415375474330444,0.029185402630266498,0.09302810869218152,0.45115009668538963,spheroid_1.csv,../cell_patterns
13,10080.0,1440.0,0.9298049348722816,0.39470285845734654,0.5960084080343772,1.0387174118017617,0.6896664085916757,0.9998419241645776,0.5574863610344042,0.03178157792628721,0.9551487205825716,spheroid_2.csv,../cell_patterns
14,10080.0,1440.0,0.18160950234548018,0.7117318914983157,0.7413282790269838,1.3871975660763671,0.8132516710482871,0.4175752524238468,0.6135403322703162,0.09528023296876684,0.18524875748336386,spheroid_0.csv,../cell_patterns
15,10080.0,1440.0,0.860263268615086,0.21388072949482775,0.7028213097391192,0.8132725071956269,0.17527713801697567,0.45027568619672914,0.33098389484306473,0.05549479214295645,0.15931150081380713,spheroid_1.csv,../cell_patterns
16,10080.0,1440.0,0.7630617163948322,0.5978277943355195,0.4337067821306987,0.5356197494545798,0.07847077910991308,0.7646409990276487,0.6023501250592314,0.051839669994201996,0.6513191323996257,spheroid_2.csv,../cell_patterns
17,10080.0,1440.0,0.42003352229009305,0.4644806781345555,0.14639836151775865,1.362397846321095,0.012782254664397653,0.6498311163835342,0.8729264966224674,0.05488185013029835,0.6652379256996378,spheroid_0.csv,../cell_patterns
18,10080.0,1440.0,0.6289031574746166,0.9496208152349359,0.20376600988849802,1.1100102649939396,0.9541226557316567,0.2550144266864378,0.7360810005775078,0.07668914344794985,0.863390727870298,spheroid_1.csv,../cell_patterns
19,10080.0,1440.0,0.8904985041793952,0.280498138471665,0.6646610763173858,1.4652934737191827,0.983107993796257,0.7377577717795024,0.3086409730635574,0.026328363428666984,0.47205453931356095,spheroid_2.csv,../cell_patterns
20,10080.0,1440.0,0.9219702060340714,0.6582559259749513,0.2710593668476839,1.492792926012164,0.5186682173556418,0.4664201380827202,0.9439889298264715,0.08126929713511875,0.18865632710900146,spheroid_0.csv,../cell_patterns
21,10080.0,1440.0,0.5604491771809776,0.4106535930597752,0.7943958844925123,1.2654351334363347,0.5616740455981031,0.32538456122885673,0.74755706652316,0.014714078053931528,0.03017223931139041,spheroid_1.csv,../cell_patterns
22,10080.0,1440.0,0.38524007385904013,0.16405638227511976,0.510645186159717,0.9992303263559557,0.873900212038905,0.6416322844112679,0.9734380615727743,0.01820909620474139,0.3795370645749402,spheroid_2.csv,../cell_patterns
23,10080.0,1440.0,0.273570702368875,0.8892586397305119,0.33838337853737277,1.4261712485992248,0.749717903250715,0.33886294696395947,0.40294644530040535,0.05998319987532929,0.990960136200747,spheroid_0.csv,../cell_patterns
24,10080.0,1440.0,0.36624397580937273,0.38142210331000015,0.21907014917381207,0.5814518548294967,0.1958696948980006,0.36483108274432335,0.5826498284113847,0.0793209091038342,0.8532330255013089,spheroid_1.csv,../cell_patterns
25,10080.0,1440.0,0.5427899590312867,0.3235441273511534,0.9305795177083287,1.2909326720635126,0.7104864967176279,0.5355358386482841,0.6598336052505077,0.08390125031902501,0.7240815523813522,spheroid_2.csv,../cell_patterns
26,10080.0,1440.0,0.2821793427796719,0.27384057105153814,0.6933819367313444,0.8820257336939882,0.05662598285159027,0.04260508477542968,0.774402163003513,0.088470785687768,0.6994092800278986,spheroid_0.csv,../cell_patterns
27,10080.0,1440.0,0.3456656539994487,0.9230270778726936,0.5366542638862734,1.0896176971204101,0.6639679642102586,0.09779143609073095,0.19727348705819264,0.0579122957046523,0.08998103617817439,spheroid_1.csv,../cell_patterns
28,10080.0,1440.0,0.45820780804685546,0.6938939794002855,0.10242600916881275,0.7535243970265493,0.6042642322484815,0.011987157031391976,0.7896444351218813,0.011269082286233127,0.43253916070150783,spheroid_2.csv,../cell_patterns
29,10080.0,1440.0,0.8192745462076482,0.840647700902135,0.4115683878566614,1.301082867781148,0.2449288680524041,0.6039798347107387,0.8064703030839016,0.03505530211049836,0.5789629485396779,spheroid_0.csv,../cell_patterns
30,10080.0,1440.0,0.682697288691747,0.3652104895837971,0.3796054871163712,1.341463357411897,0.49463062418607906,0.07464313795996855,0.37219098514811494,0.015818568484886684,0.7170260511018073,spheroid_1.csv,../cell_patterns
31,10080.0,1440.0,0.4258567388901128,0.6564320750962477,0.9685938073772989,0.6609470122235886,0.09688897862255738,0.28919296615103635,0.28541772352964984,0.02218105773267195,0.3113738400137235,spheroid_2.csv,../cell_patterns
32,10080.0,1440.0,0.9742814874396636,0.4414140654110814,0.5231742668810492,0.685200869522955,0.7720970643804445,0.27137732245332236,0.9066896178784797,0.06337517727762428,0.9193931745823167,spheroid_0.csv,../cell_patterns
33,10080.0,1440.0,0.9086385722550592,0.7232233969095057,0.7733517122262142,0.635117022830556,0.4704921142895762,0.14280636403210054,0.3612163397626094,0.0699303149421705,0.6057085192158291,spheroid_1.csv,../cell_patterns
34,10080.0,1440.0,0.9603444396199314,0.5369519271850437,0.9068336937804694,1.1882214879396882,0.031220505181850274,0.8610971936560903,0.40858222702849417,0.0856925256038815,0.41136010074486135,spheroid_2.csv,../cell_patterns
35,10080.0,1440.0,0.11322972182286846,0.6362720279080204,0.6438271921454988,0.5568316338661491,0.9008317759074205,0.2193974514492452,0.5323461195995366,0.03100740444437898,0.4954918712851884,spheroid_0.csv,../cell_patterns
36,10080.0,1440.0,0.5869699584218067,0.23016781963243432,0.15963087709945295,0.7013090495116518,0.32055695584779176,0.6717984129238289,0.10944282852065232,0.06699516214829827,0.071906633288822,spheroid_1.csv,../cell_patterns
37,10080.0,1440.0,0.3934710939785657,0.5061641305570213,0.8431076943812346,1.458178486131891,0.3321554665084458,0.4281729079328635,0.05785187947900905,0.02596928420220356,0.9345655835596502,spheroid_2.csv,../cell_patterns
38,10080.0,1440.0,0.7239809886401041,0.11468130740742395,0.493389559872076,1.220840646452161,0.7915645667362001,0.17219507774470014,0.5194929904099445,0.09262110607014885,0.26108628334105927,spheroid_0.csv,../cell_patterns
39,10080.0,1440.0,0.3105495616109971,0.787492405344114,0.30082490271865214,0.7954190799389895,0.8304788383896379,0.9325398706039159,0.03441494217926025,0.03563577128394218,0.6361413454235438,spheroid_1.csv,../cell_patterns
40,10080.0,1440.0,0.5143266161262221,0.7658842786762966,0.915512452049377,1.3292371406975774,0.9029606686881474,0.6209286022990699,0.07530980323937543,0.0730212192506367,0.5552391352805724,spheroid_2.csv,../cell_patterns
41,10080.0,1440.0,0.3261377041264097,0.1378823669809823,0.28808419514641015,1.2422142193642753,0.45751810420625716,0.9013708668423744,0.4621658061606752,0.0642919817970386,0.394353505307288,spheroid_0.csv,../cell_patterns
42,10080.0,1440.0,0.7349295044831474,0.1757913847610646,0.7583379790545561,0.5019984922871786,0.8473376912970036,0.40497356512266186,0.14596344717627313,0.04095158835246722,0.8400196824222923,spheroid_1.csv,../cell_patterns
43,10080.0,1440.0,0.5116829713364338,0.7303139582514764,0.3582048668138006,0.6571396458857987,0.2919755556441234,0.8110146350762056,0.9958451086830583,0.09696142285555269,0.5243597412991864,spheroid_2.csv,../cell_patterns
44,10080.0,1440.0,0.2421449819824307,0.8656155519157948,0.7265526213190858,0.9707591235590044,0.260002187084137,0.7977853781766558,0.10599953269021772,0.08207290537533758,0.30268077110965025,spheroid_0.csv,../cell_patterns
45,10080.0,1440.0,0.985875877480614,0.8968499820818197,0.18246189178138744,0.9003676593161674,0.40487046089676715,0.38526195335886376,0.2392502615078026,0.028262765556548705,0.3645134006946096,spheroid_1.csv,../cell_patterns
46,10080.0,1440.0,0.1466734333428065,0.25768686602824864,0.45151960187997164,1.073428898250377,0.42731776903906427,0.5749265370641305,0.2591038251843741,0.07612747865198564,0.5870766290564375,spheroid_2.csv,../cell_patterns
47,10080.0,1440.0,0.7806819162262874,0.821480380584659,0.947391143596484,0.8237581098668845,0.7378895691612114,0.7167736502837073,0.9243688596804586,0.06191677287953402,0.1358478043825247,spheroid_0.csv,../cell_patterns
48,10080.0,1440.0,0.6588118169386658,0.9695618247095202,0.8045104104211156,0.9308372693005151,0.12990278691311125,0.6839908367559557,0.49463557880629616,0.012443382690552018,0.8194620815333816,spheroid_1.csv,../cell_patterns
49,10080.0,1440.0,0.15800726889395578,0.303194214326137,0.22799826939011333,1.2178443694344354,0.12445513284272346,0.24221351388740847,0.15990262135842417,0.043759157632310614,0.2690573535436024,spheroid_2.csv,../cell_patterns
50,10080.0,1440.0,0.2036125881177327,0.12054524641193162,0.8863499787047263,0.8701566797977449,0.5348982368543534,0.7569238269236173,0.8249517211889081,0.03923854823486179,0.8951953480509368,spheroid_0.csv,../cell_patterns
51,10080.0,1440.0,0.24961133352713166,0.4426949638941322,0.8674600740702594,0.5753333806116614,0.6403807237742412,0.9004693988717195,0.44375772033051397,0.050971768480666695,0.227917368960669,spheroid_1.csv,../cell_patterns
52,10080.0,1440.0,0.46545860300761877,0.5169783164809937,0.3240343972926737,0.8555548424843563,0.9746721741624864,0.14977874106368216,0.46703698179961484,0.07146576211380393,0.3334403527250916,spheroid_2.csv,../cell_patterns
