,max_time,save.full_data.interval,cell_definitions.cell_definition[@name='malignant_epithelial_cell'].motility.persistence_time,cell_definitions.cell_definition[@name='malignant_epithelial_cell'].motility.migration_bias,cell_definitions.cell_definition[@name='malignant_epithelial_cell'].motility.speed,cell_definitions.cell_definition[@name='malignant_epithelial_cell'].mechanics.cell_adhesion_affinities.cell_adhesion_affinity[@name='malignant_epithelial_cell'],cell_definitions.cell_definition[@name='M0_macrophage'].motility.persistence_time,cell_definitions.cell_definition[@name='M0_macrophage'].motility.migration_bias,cell_definitions.cell_definition[@name='M1_macrophage'].motility.persistence_time,cell_definitions.cell_definition[@name='M1_macrophage'].motility.migration_bias,cell_definitions.cell_definition[@name='M1_macrophage'].cell_interactions.dead_phagocytosis_rate,cell_definitions.cell_definition[@name='M2_macrophage'].motility.persistence_time,cell_definitions.cell_definition[@name='M2_macrophage'].motility.migration_bias,cell_definitions.cell_definition[@name='M2_macrophage'].cell_interactions.dead_phagocytosis_rate,cell_definitions.cell_definition[@name='effector_T_cell'].cell_interactions.attack_rates.attack_rate[@name='malignant_epithelial_cell'],cell_definitions.cell_definition[@name='exhausted_T_cell'].secretion.substrate[@name='pro-inflammatory_factor'].secretion_rate,cell_definitions.cell_definition[@name='exhausted_T_cell'].secretion.substrate[@name='pro-inflammatory_factor'].secretion_target,initial_conditions.cell_positions.filename,initial_conditions.cell_positions.folder,save.SVG.enable
0,10080.0,60.0,11.519752853481235,0.9813544496566226,5.941492695392383,0.8219678498765793,20.385355345090378,0.5089370240881158,14.482275239998987,0.9244042922755525,0.4105869474383655,4.307712145412909,0.03942102092839732,0.024153822223303062,4.810019591287133,0.014802391816412767,0.5229037096589934,spheroid_1.csv,../cell_patterns,false
1,10080.0,60.0,21.483242229162027,0.6760173512152344,10.040251662036894,3.9026413218878404,8.423908449240926,0.8852782140982239,20.377831179183456,0.7981049562805329,0.4625282313920216,6.748458974612134,0.9349786397705815,0.32331509709809586,0.2747913302834326,0.27127428507000045,0.5700142758043636,spheroid_2.csv,../cell_patterns,false
2,10080.0,60.0,24.489954825994555,0.7494015247339483,14.771189051204415,0.30400240002755274,23.664159909637437,0.2966704635939577,21.763388762930234,0.10827274867915762,0.0361886882719385,5.06417751878776,0.43602457933664096,0.45721596722947416,3.1196530353245224,0.5569848626471356,0.4183812743826662,spheroid_0.csv,../cell_patterns,false
3,10080.0,60.0,9.078890795455125,0.33437960252669674,7.603145914069375,2.8419024227414904,19.54043379159994,0.5870487940530984,18.637107470482004,0.30780925971646506,0.13154269850252676,0.7620165545827937,0.8625023855377097,0.9914494814649961,4.203597412991863,0.9685048714344419,0.6278255561287017,spheroid_1.csv,../cell_patterns,false
4,10080.0,60.0,6.053158860934254,0.8594580611702373,12.148997611692943,3.686872374517291,7.936477466993585,0.18046464675187102,10.599816342369277,0.06831403332646356,0.29948118179081873,3.485400267764135,0.9197643986673012,0.4116989598951817,1.332178136082394,0.8850639056339838,0.8550576639136758,spheroid_2.csv,../cell_patterns,false
5,10080.0,60.0,13.736476424938406,0.9207519986088696,3.0509837316582087,1.0619874300548378,15.205075939380107,0.8666004578534923,2.829630618701924,0.5174348236035233,0.2630251544429196,6.376518330786807,0.25976515123117677,0.6708498218631093,0.6380016570007593,0.7458688581321812,0.9708284863532551,spheroid_0.csv,../cell_patterns,false
6,10080.0,60.0,4.1086340499073675,0.43262512757205324,4.725610708594216,0.5565445159907496,13.316576825783585,0.3882734304059328,7.576135052100207,0.1400205299878793,0.8108702668726696,9.10896335343717,0.7364429758793761,0.15021772076667167,2.700696948980006,0.3031282567411905,0.10324864840308319,spheroid_1.csv,../cell_patterns,false
7,10080.0,60.0,12.186349750380923,0.2411741042420368,13.726442506244872,2.191418062961133,21.856233558229285,0.4340378939057855,17.38095604198851,0.7049408820211237,0.9502501958171837,2.206233133557985,0.9783248062826527,0.3882956849133344,0.07761451463227094,0.6576300129146534,0.23366326773229823,spheroid_2.csv,../cell_patterns,false
8,10080.0,60.0,19.99350723217463,0.3199592620418963,11.258235802402176,2.588754611808595,1.0611015165397517,0.6967647274470076,4.188573340231635,0.38030165837590024,0.5108381598779789,1.02469056330151,0.4978542162059415,0.8949674813175919,0.8389719365609023,0.4018040376414794,0.168488966375882,spheroid_0.csv,../cell_patterns,false
9,10080.0,60.0,15.817296004736283,0.6128230340636194,1.4440186460273015,4.25352617177494,17.05732173170178,0.27875838915205353,8.95458059073802,0.18911820987355246,0.1828067871826301,1.781790801103843,0.1892260430332292,0.26738778959149845,1.0562841864312495,0.13821138399233457,0.4628477498659192,spheroid_1.csv,../cell_patterns,false
10,10080.0,60.0,17.935024275678813,0.8053911314862505,9.446298475140622,2.214905900495961,3.6720227146015247,0.08872043691627043,11.105921321645425,0.8525130602210065,0.5779648781031336,5.516882594102504,0.20506908204847793,0.10685779650075411,3.5975012505923134,0.9297455163302619,0.13362759924452128,spheroid_2.csv,../cell_patterns,false
11,10080.0,60.0,22.60040239153745,0.46134552692526937,4.311220114105483,3.581622891596145,18.14326170517838,0.13280725474466715,23.78798142770146,0.545466831267243,0.7968074392369542,8.274911779311616,0.09028709957490141,0.6889050419865683,2.22002000828413,0.346033052594756,0.021674538601030427,spheroid_0.csv,../cell_patterns,false
12,10080.0,60.0,2.855449154794733,0.48590582475119803,10.523319526160336,1.732413420625309,5.084624339972153,0.021518247118008805,24.858472984298427,0.6502448357072137,0.3641830377355162,1.2413272434872922,0.5734148539900841,0.2844405986446963,2.8731895236575276,0.08661848106887486,0.6694200980599554,spheroid_1.csv,../cell_patterns,false
