,max_time,save.full_data.interval,cell_definitions.cell_definition[@name='malignant_epithelial_cell'].motility.persistence_time,cell_definitions.cell_definition[@name='malignant_epithelial_cell'].motility.migration_bias,cell_definitions.cell_definition[@name='malignant_epithelial_cell'].motility.speed,cell_definitions.cell_definition[@name='malignant_epithelial_cell'].mechanics.cell_adhesion_affinities.cell_adhesion_affinity[@name='malignant_epithelial_cell'],cell_definitions.cell_definition[@name='M0_macrophage'].motility.persistence_time,cell_definitions.cell_definition[@name='M0_macrophage'].motility.migration_bias,cell_definitions.cell_definition[@name='M1_macrophage'].motility.persistence_time,cell_definitions.cell_definition[@name='M1_macrophage'].motility.migration_bias,cell_definitions.cell_definition[@name='M1_macrophage'].cell_interactions.dead_phagocytosis_rate,cell_definitions.cell_definition[@name='M2_macrophage'].motility.persistence_time,cell_definitions.cell_definition[@name='M2_macrophage'].motility.migration_bias,cell_definitions.cell_definition[@name='M2_macrophage'].cell_interactions.dead_phagocytosis_rate,cell_definitions.cell_definition[@name='effector_T_cell'].cell_interactions.attack_rates.attack_rate[@name='malignant_epithelial_cell'],cell_definitions.cell_definition[@name='exhausted_T_cell'].secretion.substrate[@name='pro-inflammatory_factor'].secretion_rate,cell_definitions.cell_definition[@name='exhausted_T_cell'].secretion.substrate[@name='pro-inflammatory_factor'].secretion_target,initial_conditions.cell_positions.filename,initial_conditions.cell_positions.folder
0,10080.0,1440.0,9.528379496127924,0.2860526394188127,12.660732728923636,3.698117920184646,15.459963035846997,0.588377667815582,21.893065423526345,0.09396975821704247,0.03258403951534838,1.05315652835529,0.48203266905276926,0.9483787772059921,3.867101994316094,0.6389668416597121,0.5739059079247834,spheroid_1.csv,../cell_patterns
1,10080.0,1440.0,23.683641867419983,0.22699749968882407,13.553909811077036,3.069539412254585,6.992706048298405,0.41975060244117574,21.292179571264967,0.4546604867381621,0.9705173464981967,6.928622137676328,0.4299093801961403,0.4016940247942889,0.9890919358511491,0.8773126617337388,0.1995457585373228,spheroid_2.csv,../cell_patterns
2,10080.0,1440.0,7.674507541875301,0.4904859014754813,12.306299841295747,3.436152563330685,20.85428135443726,0.05264976379769744,4.989977294828173,0.07375266717235918,0.503354803972096,4.17171552488633,0.2885753469651446,0.3492786392810473,1.2247246336225963,0.21720495032781378,0.027258522320175848,spheroid_0.csv,../cell_patterns
3,10080.0,1440.0,15.186612367114352,0.36589669242747325,4.050605679549101,4.661893398822667,9.203313292814133,0.8337933065215185,24.94275786924672,0.01703122020159884,0.6229331065771188,1.252497451720783,0.269622832792271,0.5586893913216323,2.724977309224135,0.6908287871508303,0.09392099803874775,spheroid_1.csv,../cell_patterns
4,10080.0,1440.0,18.3953505805248,0.9415031626196388,13.921047139484912,2.282052839310639,11.976060289703804,0.9143350613349978,6.770549997351734,0.3732308703340535,0.5767249739148341,7.552572362348724,0.8632739141889952,0.8429596896623767,1.4392165364890133,0.6166605416018459,0.15343277589990623,spheroid_2.csv,../cell_patterns
5,10080.0,1440.0,11.274553760320355,0.7438513678804743,6.2055407293599645,3.5451138818624073,1.1890838604338374,0.6910768744885193,0.819165591196978,0.5339614521711502,0.9473943481376221,6.624689361388367,0.918165579883516,0.4576398819575897,2.3541541528011285,0.022848557117548848,0.3628374939075035,spheroid_0.csv,../cell_patterns
6,10080.0,1440.0,8.68023684718806,0.8742710754623588,10.66619436327335,2.831645937494169,21.953023797115684,0.7801524887188833,9.488285792841202,0.7317194781242152,0.8160359154557421,3.709782012784259,0.6177882317800778,0.753710986165116,1.3065540278303422,0.9689379239517746,0.7513581392044979,spheroid_1.csv,../cell_patterns
7,10080.0,1440.0,6.582665460307047,0.1135501911806454,2.3156240628958793,4.947029194858215,18.75550338854159,0.5369865405237352,8.906552129300302,0.837931940645549,0.10432351781248572,6.157590148170567,0.3467137291934522,0.18868456199136158,2.9856598893510506,0.6681816901703717,0.7278814964470455,spheroid_2.csv,../cell_patterns
8,10080.0,1440.0,14.112988933420308,0.34127912859902076,14.59417877939974,3.3599088530732053,16.718707817194748,0.8685654389524785,1.8624618398682113,0.30452558634496746,0.49336862005314897,8.896969653986186,0.25122177079389907,0.21809808503540132,4.423197099504758,0.4754552255643045,0.8643183810331719,spheroid_0.csv,../cell_patterns
9,10080.0,1440.0,24.599718088792667,0.005324930051241676,12.134860592249398,1.395513064123169,1.6250299835395552,0.30427871389446093,12.4005129822306,0.4953957201821024,0.3225087591832507,1.660550996017675,0.8457688391680643,0.25187226277119856,0.2673682693543159,0.4489291831982078,0.2409420120986051,spheroid_1.csv,../cell_patterns
